Organization Description,,Faculty Last,First Initial,,Faculty Name
Sociology & Anthropology,,Terni,C,,"Terni, C."
Classical Studies,,Nerdahl,M,,"Nerdahl, M."
Theatre & Dance Operations,,White,M,,"White, M."
Sociology & Anthropology,,Piacenti,D,,"Piacenti, D."
English,,Whitehead,A,,"Whitehead, A."
English,,Menne,J,,"Menne, J."
Classical Studies,,Newlands,C,,"Newlands, C."
Chemistry,,James,J,,"James, J."
Economics,,Mackay,D,,"Mackay, D."
History,,Kristo Nagy,I,,"Kristo Nagy, I."
Law School - Instruction,,Best,R,,"Best, R."
English,,Fluck,W,,"Fluck, W."
Law School - Instruction,,Vermont,S,,"Vermont, S."
SPCS Administration,,Cassada,K,,"Cassada, K."
Jepson School - Instruction,,Cassel,J,,"Cassel, J."
Credit Admin,,Richardson,J,,"Richardson, J."
Theatre & Dance Operations,,Von Howard,C,,"Von Howard, C."
Law School - Instruction,,Hixon,S,,"Hixon, S."
Political Science,,Yamamoto,H,,"Yamamoto, H."
Philosophy,,McDaniel,B,,"McDaniel, B."
Biology,,Brinkerhoff,R,,"Brinkerhoff, R."
Geography Department,,Chokor,B,,"Chokor, B."
"Languages, Literatures,and Cultures",,Hamarneh,W,,"Hamarneh, W."
Economics,,Westerfield,M,,"Westerfield, M."
Rhetoric & Communication Studies,,Maurantonio,N,,"Maurantonio, N."
English,,Singh,J,,"Singh, J."
Law School - Instruction,,McCollum,M,,"McCollum, M."
Accounting,,Paik,G,,"Paik, G."
Credit Admin,,Armbruster,E,,"Armbruster, E."
Art Center,,Sommers,D,,"Sommers, D."
Management,,Bowden,T,,"Bowden, T."
Marketing,,Raggio,R,,"Raggio, R."
Political Science,,Dagger,R,,"Dagger, R."
Law School - Instruction,,Robinson,K,,"Robinson, K."
Math & Computer Sciences,,Anderson,W,,"Anderson, W."
English,,Snaza,N,,"Snaza, N."
English,,Snaza,N,,"Snaza, N."
Economics,,Staveley-O''Carroll,J,,"Staveley-O''Carroll, J."
Rhetoric & Communication Studies,,Abbott,C,,"Abbott, C."
Classical Studies,,Damer,E,,"Damer, E."
Theatre & Dance Operations,,Willard,V,,"Willard, V."
Marketing,,Hernik,J,,"Hernik, J."
Math & Computer Sciences,,Hartmann,A,,"Hartmann, A."
"Latin Am, Latino, & Iberian Studies",,Lopez Opere,A,,"Lopez Opere, A."
Political Science,,Kadercan,C,,"Kadercan, C."
"Latin Am, Latino, & Iberian Studies",,Buttes,S,,"Buttes, S."
"Latin Am, Latino, & Iberian Studies",,Rivera-Rideau,P,,"Rivera-Rideau, P."
"Latin Am, Latino, & Iberian Studies",,Diaz Montalvo,T,,"Diaz Montalvo, T."
Jepson School - Instruction,,Banks,G,,"Banks, G."
Summer School,,Cowger,K,,"Cowger, K."
Classical Studies,,Clary,T,,"Clary, T."
Psychology,,Williams,H,,"Williams, H."
"Languages, Literatures,and Cultures",,Kadekawa,S,,"Kadekawa, S."
Summer School,,Finn,J,,"Finn, J."
Law School - Instruction,,King,A,,"King, A."
Economics,,Hetzel,R,,"Hetzel, R."
Biology,,Lacy,C,,"Lacy, C."
English,,Moore,H,,"Moore, H."
Biology,,Hilliker,A,,"Hilliker, A."
Continuing Studies Credit,,Fitrer,H,,"Fitrer, H."
Management,,Herbert,R,,"Herbert, R."
MBA Programs,,Riha,R,,"Riha, R."
Economics,,Sarte,P,,"Sarte, P."
Law School - Instruction,,Lopez,A,,"Lopez, A."
Management,,Schrempf-Stirling,J,,"Schrempf-Stirling, J."
Political Science,,McGowen,E,,"McGowen, E."
Finance,,Marshall,C,,"Marshall, C."
Religion,,Hanaoka,M,,"Hanaoka, M."
Jepson School - Instruction,,Bezio,K,,"Bezio, K."
Political Science,,Bowie,J,,"Bowie, J."
Music,,Fillerup,J,,"Fillerup, J."
Theatre & Dance Operations,,Cherie,R,,"Cherie, R."
"Languages, Literatures,and Cultures",,Al-deeky,M,,"Al-deeky, M."
Math & Computer Sciences,,Wares,J,,"Wares, J."
Economics,,Linask,M,,"Linask, M."
Math & Computer Sciences,,Cain,J,,"Cain, J."
Economics,,Mehkari,M,,"Mehkari, M."
Rhetoric & Communication Studies,,Barney,T,,"Barney, T."
Religion,,Cobb,L,,"Cobb, L."
SPCS Administration,,Nielson,D,,"Nielson, D."
"Latin Am, Latino, & Iberian Studies",,Corradini,C,,"Corradini, C."
Provost Office,,Skerrett,K,,"Skerrett, K."
Jepson School - Instruction,,Martin,C,,"Martin, C."
"Languages, Literatures,and Cultures",,Valsecchi,G,,"Valsecchi, G."
"Latin Am, Latino, & Iberian Studies",,Lima,L,,"Lima, L."
"Latin Am, Latino, & Iberian Studies",,Benet Cros,C,,"Benet Cros, C."
"Languages, Literatures,and Cultures",,Liu,W,,"Liu, W."
Education,,Milby,T,,"Milby, T."
Theatre & Dance Operations,,Thornton,M,,"Thornton, M."
Theatre & Dance Operations,,Diaz,A,,"Diaz, A."
Theatre & Dance Operations,,Ogungbe,O,,"Ogungbe, O."
Sociology & Anthropology,,El Hadidi,H,,"El Hadidi, H."
English,,Burkman,D,,"Burkman, D."
SPCS Administration,,Kuti,L,,"Kuti, L."
Music,,Hooker,S,,"Hooker, S."
History,,Geary,P,,"Geary, P."
Economics,,Kerr,C,,"Kerr, C."
Classical Studies,,Wesolowski,D,,"Wesolowski, D."
English,,Barajas,S,,"Barajas, S."
"Latin Am, Latino, & Iberian Studies",,Nicholson,B,,"Nicholson, B."
Law School - Instruction,,Bennardo,K,,"Bennardo, K."
Law School - Instruction,,Bacon,T,,"Bacon, T."
Executive Education Administration,,Piazza,R,,"Piazza, R."
eighth blackbird,,Lam,Y,,"Lam, Y."
Economics,,Mbemba,A,,"Mbemba, A."
Law School - Instruction,,Geller,N,,"Geller, N."
Economics,,Dickinson,W,,"Dickinson, W."
Jepson School - Instruction,,Hayter,J,,"Hayter, J."
Journalism,,Mufti,S,,"Mufti, S."
Law School - Instruction,,Spalding,A,,"Spalding, A."
Art and Art History,,Condon,T,,"Condon, T."
Continuing Studies Credit,,Myers,D,,"Myers, D."
Law School - Instruction,,Tabakian,M,,"Tabakian, M."
Geography Department,,Scrivani,J,,"Scrivani, J."
Biology,,Quintero,O,,"Quintero, O."
Law School - Instruction,,Solomon,J,,"Solomon, J."
Law School - Instruction,,Gebreselassie,A,,"Gebreselassie, A."
Law School - Instruction,,Griffin,M,,"Griffin, M."
Jepson School - Instruction,,Kong,D,,"Kong, D."
Jepson School - Instruction,,Flanigan,J,,"Flanigan, J."
Continuing Studies Credit,,Roberts,W,,"Roberts, W."
Continuing Studies Credit,,Merritt,C,,"Merritt, C."
Jepson School - Instruction,,Hidalgo,J,,"Hidalgo, J."
Management,,Thekdi,S,,"Thekdi, S."
Economics,,Curtis,C,,"Curtis, C."
Management,,Leopold,J,,"Leopold, J."
Theatre & Dance Operations,,Moore,M,,"Moore, M."
SPCS Administration,,Mew,L,,"Mew, L."
Law School - Instruction,,Giorgetti,C,,"Giorgetti, C."
Finance,,Moore,K,,"Moore, K."
Chemistry,,Donaldson,T,,"Donaldson, T."
"Languages, Literatures,and Cultures",,Ma,W,,"Ma, W."
"Languages, Literatures,and Cultures",,Chan,K,,"Chan, K."
"Languages, Literatures,and Cultures",,Chan,K,,"Chan, K."
Economics,,Hamilton,T,,"Hamilton, T."
Psychology,,Clay,W,,"Clay, W."
Biology,,Hunter,J,,"Hunter, J."
Marketing,,Burns,D,,"Burns, D."
Law School - Instruction,,van Stempvoort,S,,"van Stempvoort, S."
Law School - Instruction,,Brown,C,,"Brown, C."
Sociology & Anthropology,,Walsh,J,,"Walsh, J."
"Women, Gender, & Sexuality Studies",,Guillard,J,,"Guillard, J."
"Languages, Literatures,and Cultures",,Al-Ahmad,J,,"Al-Ahmad, J."
"Latin Am, Latino, & Iberian Studies",,Bacarreza,L,,"Bacarreza, L."
Art and Art History,,Del Rosario,S,,"Del Rosario, S."
"Dean, Business School",,Sherman,J,,"Sherman, J."
Continuing Studies Credit,,Fouad,M,,"Fouad, M."
Music,,Gallo,S,,"Gallo, S."
Math & Computer Sciences,,Deverick,J,,"Deverick, J."
Psychology,,Twedt,E,,"Twedt, E."
Sociology & Anthropology,,Grollman,E,,"Grollman, E."
Management,,Mattson,T,,"Mattson, T."
Biology,,Willett,R,,"Willett, R."
Economics,,Curtis,H,,"Curtis, H."
Jepson School - Instruction,,Gower,K,,"Gower, K."
Jepson School - Instruction,,Gower,K,,"Gower, K."
Jepson School - Instruction,,Gower,K,,"Gower, K."
Jepson School - Instruction,,Gower,K,,"Gower, K."
Accounting,,Hayes,T,,"Hayes, T."
Art and Art History,,Inman,B,,"Inman, B."
Marketing,,Rountree,A,,"Rountree, A."
Jepson School - Instruction,,Herold,A,,"Herold, A."
Sociology & Anthropology,,Sweis,R,,"Sweis, R."
Music,,O''Byrne,A,,"O''Byrne, A."
Accounting,,Kumas,A,,"Kumas, A."
Jepson School - Instruction,,von Rueden,C,,"von Rueden, C."
"Dean, Jepson School",,Ntibagirirwa,S,,"Ntibagirirwa, S."
Music,,Love,J,,"Love, J."
Biology,,Gomez,F,,"Gomez, F."
Physics,,Singal,J,,"Singal, J."
Law School - Instruction,,Lainez,J,,"Lainez, J."
Law School - Instruction,,Suddarth,R,,"Suddarth, R."
Law School - Instruction,,Corts,C,,"Corts, C."
Management,,Klosky,S,,"Klosky, S."
Philosophy,,Abaci,U,,"Abaci, U."
Physics,,Helms,C,,"Helms, C."
"Languages, Literatures,and Cultures",,Takahashi,M,,"Takahashi, M."
Management,,Cohen,S,,"Cohen, S."
Continuing Studies Credit,,Drinkwater,L,,"Drinkwater, L."
Continuing Studies Credit,,Abrams,P,,"Abrams, P."
Credit Admin,,Bantle,J,,"Bantle, J."
Psychology,,Fox,M,,"Fox, M."
Biology,,Ockaili,R,,"Ockaili, R."
Political Science,,Joireman,S,,"Joireman, S."
Sociology & Anthropology,,Densberger,K,,"Densberger, K."
Economics,,Guglielmo,M,,"Guglielmo, M."
"Latin Am, Latino, & Iberian Studies",,Bogard,S,,"Bogard, S."
"Languages, Literatures,and Cultures",,Lang,J,,"Lang, J."
Film Studies Program,,Neale,S,,"Neale, S."
Finance,,Rutherford,K,,"Rutherford, K."
Law School - Instruction,,Novak,D,,"Novak, D."
MBA Programs,,Verbeck,J,,"Verbeck, J."
Law School - Instruction,,Butler,H,,"Butler, H."
Law School - Instruction,,Ellis,J,,"Ellis, J."
Continuing Studies Credit,,McCrum,C,,"McCrum, C."
Continuing Studies Credit,,O''Toole,A,,"O''Toole, A."
Continuing Studies Credit,,Laursen,E,,"Laursen, E."
Continuing Studies Credit,,Robinson,M,,"Robinson, M."
Continuing Studies Credit,,Siddiqi,J,,"Siddiqi, J."
Geography Department,,Kraxberger,B,,"Kraxberger, B."
Classical Studies,,Berry,E,,"Berry, E."
Art and Art History,,Williams,A,,"Williams, A."
History,,Hicks,M,,"Hicks, M."
Journalism,,Anderson,C,,"Anderson, C."
Continuing Studies Credit,,Richardson,D,,"Richardson, D."
Education,,Thomas,C,,"Thomas, C."
Continuing Studies Credit,,Martin,E,,"Martin, E."
"Languages, Literatures,and Cultures",,Murphy,L,,"Murphy, L."
Theatre & Dance Operations,,Davis,O,,"Davis, O."
Psychology,,Gross,E,,"Gross, E."
"Languages, Literatures,and Cultures",,Stepanic,S,,"Stepanic, S."
Rhetoric & Communication Studies,,Striley,C,,"Striley, C."
Continuing Studies Credit,,Benesh,J,,"Benesh, J."
History,,French,J,,"French, J."
Music,,Davis,R,,"Davis, R."
Law School - Instruction,,Border,G,,"Border, G."
Law School - Instruction,,Towell,S,,"Towell, S."
Management,,Schoenborn,C,,"Schoenborn, C."
Management,,Osgood,L,,"Osgood, L."
Accounting,,Coss,D,,"Coss, D."
Law School - Instruction,,Cannon,B,,"Cannon, B."
Continuing Studies Credit,,Brinkmann,J,,"Brinkmann, J."
Geography Department,,Golden,G,,"Golden, G."
Military Science,,Carter,W,,"Carter, W."
Continuing Studies Credit,,Calveric,S,,"Calveric, S."
Credit Admin,,Fisher,M,,"Fisher, M."
Continuing Studies Credit,,Marks,P,,"Marks, P."
Marketing,,Carlson,J,,"Carlson, J."
Chemistry,,Pollock,J,,"Pollock, J."
Economics,,Waddle,A,,"Waddle, A."
English,,Schutt,C,,"Schutt, C."
Finance,,Plante,L,,"Plante, L."
Economics,,Rabe,C,,"Rabe, C."
Jepson School - Instruction,,Seman,M,,"Seman, M."
Management,,Martin,E,,"Martin, E."
History,,Seeley,S,,"Seeley, S."
Math & Computer Sciences,,Kohnen,C,,"Kohnen, C."
Continuing Studies Credit,,Huff-Marmora,C,,"Huff-Marmora, C."
"Latin Am, Latino, & Iberian Studies",,Kissling,E,,"Kissling, E."
Jepson School - Instruction,,Zhao,H,,"Zhao, H."
Classical Studies,,Lorenzo,K,,"Lorenzo, K."
Philosophy,,Nally,E,,"Nally, E."
Provost Office,,Fetrow,J,,"Fetrow, J."
Credit Admin,,Beck,M,,"Beck, M."
Biology,,Greene,T,,"Greene, T."
History,,Jones,C,,"Jones, C."
"Dean, Jepson School",,Gryaznova,A,,"Gryaznova, A."
"Dean, Jepson School",,Gryaznova,A,,"Gryaznova, A."
Credit Admin,,Jones,E,,"Jones, E."
Continuing Studies Credit,,Lane,J,,"Lane, J."
Credit Admin,,Gould,S,,"Gould, S."
Continuing Studies Credit,,Hill,C,,"Hill, C."
Continuing Studies Credit,,Evans,L,,"Evans, L."
Marketing,,Dickerson,D,,"Dickerson, D."
Math & Computer Sciences,,Kvam,P,,"Kvam, P."
Biology,,Olson,J,,"Olson, J."
Biology,,Kee,H,,"Kee, H."
"Languages, Literatures,and Cultures",,Yao,J,,"Yao, J."
Marketing,,Taylor,C,,"Taylor, C."
Sociology & Anthropology,,Cimino,R,,"Cimino, R."
Rhetoric & Communication Studies,,Aczel,P,,"Aczel, P."
Management,,Matthews,M,,"Matthews, M."
Law School - Instruction,,Merritt,S,,"Merritt, S."
Law School - Instruction,,Miller,T,,"Miller, T."
Law School - Instruction,,Shelley,B,,"Shelley, B."
Finance,,Harrison,W,,"Harrison, W."
Theatre & Dance Operations,,Garcia,J,,"Garcia, J."
Continuing Studies Credit,,McKechnie,B,,"McKechnie, B."
Credit Admin,,Starke,E,,"Starke, E."
Art and Art History,,Yuen,M,,"Yuen, M."
Art and Art History,,Brown,K,,"Brown, K."
Art and Art History,,Genau,N,,"Genau, N."
Philosophy,,Frank,N,,"Frank, N."
"Languages, Literatures,and Cultures",,Wittrock,M,,"Wittrock, M."
Music,,Denvil,A,,"Denvil, A."
Music,,Soroka,P,,"Soroka, P."
Management,,Cruz,K,,"Cruz, K."
Management,,Sutton,A,,"Sutton, A."
Law School - Instruction,,Oakey,J,,"Oakey, J."
Continuing Studies Credit,,Gordon,R,,"Gordon, R."
Continuing Studies Credit,,Albaugh,S,,"Albaugh, S."
Law School - Instruction,,Parker,L,,"Parker, L."
Credit Admin,,Sydnor,C,,"Sydnor, C."
Law School - Instruction,,Nachbar,T,,"Nachbar, T."
Continuing Studies Credit,,Teigen,B,,"Teigen, B."
Credit Admin,,Warman,A,,"Warman, A."
Sociology & Anthropology,,Williams Castro,F,,"Williams Castro, F."
Continuing Studies Credit,,Boitnott,K,,"Boitnott, K."
Law School - Instruction,,Burrell,K,,"Burrell, K."
Art and Art History,,Kersey,K,,"Kersey, K."
Credit Admin,,Kell,B,,"Kell, B."
Continuing Studies Credit,,Saunders,C,,"Saunders, C."
Continuing Studies Credit,,Matthews,K,,"Matthews, K."
Continuing Studies Credit,,Lister,A,,"Lister, A."
Continuing Studies Credit,,Hall,E,,"Hall, E."
Finance,,Adams,J,,"Adams, J."
Continuing Studies Credit,,Richardson,K,,"Richardson, K."
Credit Admin,,Newcomb,E,,"Newcomb, E."
MBA Programs,,Iurillo,A,,"Iurillo, A."
Continuing Studies Credit,,Williams,R,,"Williams, R."
Chemistry,,Kumas,C,,"Kumas, C."
Theatre & Dance Operations,,Sanford,S,,"Sanford, S."
Physics,,Cichocki,A,,"Cichocki, A."
Law School - Instruction,,Partin,R,,"Partin, R."
Law School - Instruction,,Tait,A,,"Tait, A."
Management,,Liao,Y,,"Liao, Y."
Law School - Instruction,,Ross,M,,"Ross, M."
Theatre & Dance Operations,,Goble,E,,"Goble, E."
Journalism,,Hollaway,E,,"Hollaway, E."
Education,,Dougherty,J,,"Dougherty, J."
Psychology,,Lundberg,K,,"Lundberg, K."
Credit Admin,,Smith,A,,"Smith, A."
Credit Admin,,Sievers,L,,"Sievers, L."
Law School - Instruction,,Melton,L,,"Melton, L."
Continuing Studies Credit,,Hollins,S,,"Hollins, S."
Law Library,,Skalbeck,R,,"Skalbeck, R."
Economics,,Johnson,E,,"Johnson, E."
Math & Computer Sciences,,Russell,H,,"Russell, H."
Law School - Instruction,,Palmore,F,,"Palmore, F."
History,,Bischof,C,,"Bischof, C."
Law School - Instruction,,Minton,M,,"Minton, M."
Law School - Instruction,,Eakes,J,,"Eakes, J."
Management,,Klosterhalfen,S,,"Klosterhalfen, S."
Law School - Instruction,,Chaffe,T,,"Chaffe, T."
Law School - Instruction,,French,C,,"French, C."
Continuing Studies Credit,,Smith-Slabaugh,J,,"Smith-Slabaugh, J."
Continuing Studies Credit,,Nabors,A,,"Nabors, A."
Jepson School - Instruction,,Sebell,D,,"Sebell, D."
MBA Programs,,Whelan,D,,"Whelan, D."
MBA Programs,,Frazier,D,,"Frazier, D."
MBA Programs,,Trull,D,,"Trull, D."
MBA Programs,,Raphael,G,,"Raphael, G."
Math & Computer Sciences,,Krehbiel,S,,"Krehbiel, S."
Political Science,,Bakich,S,,"Bakich, S."
"Languages, Literatures,and Cultures",,Gao,G,,"Gao, G."
Continuing Studies Credit,,Asip,M,,"Asip, M."
Biology,,Pierce,B,,"Pierce, B."
Accounting,,Coccagna,J,,"Coccagna, J."
Continuing Studies Credit,,Popovich,N,,"Popovich, N."
Biology,,Jones,S,,"Jones, S."
Law School - Instruction,,Romine,S,,"Romine, S."
Continuing Studies Credit,,Nomberg,R,,"Nomberg, R."
"Latin Am, Latino, & Iberian Studies",,Amaral-Rodriguez,J,,"Amaral-Rodriguez, J."
Law School - Instruction,,Laliberte,E,,"Laliberte, E."
Psychology,,Corbin,J,,"Corbin, J."
Math & Computer Sciences,,LeCrone,J,,"LeCrone, J."
Law School - Instruction,,Pillow,M,,"Pillow, M."
Law School - Instruction,,Frisina,L,,"Frisina, L."
Law School - Instruction,,Sampson,C,,"Sampson, C."
Arts & Sciences Reg & Music Adjncts,,Kinjo,N,,"Kinjo, N."
Sociology & Anthropology Department,,Hao,F,,"Hao, F."
Education,,Jacoby,A,,"Jacoby, A."
eighth blackbird,,Joachim,N,,"Joachim, N."
Philosophy,,Schwartz,J,,"Schwartz, J."
Law School - Instruction,,Steele,J,,"Steele, J."
Law School - Instruction,,Sroba,J,,"Sroba, J."
Theatre & Dance Operations,,Putman,S,,"Putman, S."
Art and Art History,,Herrin,K,,"Herrin, K."
Law School - Instruction,,Capers,L,,"Capers, L."
SPCS Administration,,Ward,R,,"Ward, R."
Chemistry,,Coppage,R,,"Coppage, R."
Continuing Studies Credit,,Justice,S,,"Justice, S."
Art and Art History,,Suzuki-Schweizer,S,,"Suzuki-Schweizer, S."
"Latin Am, Latino, & Iberian Studies",,Reinaga,L,,"Reinaga, L."
Law School - Instruction,,Blydenburgh,C,,"Blydenburgh, C."
Law School - Instruction,,Nesbitt,J,,"Nesbitt, J."
Continuing Studies Credit,,Greenan,A,,"Greenan, A."
SPCS Administration,,Schoeneman,A,,"Schoeneman, A."
SPCS Administration,,Schoeneman,A,,"Schoeneman, A."
Chemistry,,Wayu,M,,"Wayu, M."
Continuing Studies Credit,,Kassner,L,,"Kassner, L."
Finance,,Alexander,M,,"Alexander, M."
Law School - Instruction,,Montgomery,G,,"Montgomery, G."
Marketing,,Hanson,S,,"Hanson, S."
Accounting,,AbuZayda,I,,"AbuZayda, I."
Accounting,,Feldman,I,,"Feldman, I."
Accounting,,Sikkar,P,,"Sikkar, P."
Credit Admin,,Sutton,E,,"Sutton, E."
Journalism,,Belt,D,,"Belt, D."
Accounting,,Austin,A,,"Austin, A."
"Languages, Literatures,and Cultures",,Hommel,C,,"Hommel, C."
Theatre & Dance Operations,,Solomon,H,,"Solomon, H."
Law School - Instruction,,Swiney,G,,"Swiney, G."
Continuing Studies Credit,,Abdrakhmanova,G,,"Abdrakhmanova, G."
Law School - Instruction,,Kissiah,K,,"Kissiah, K."
Law School - Instruction,,Ramseur,D,,"Ramseur, D."
Theatre & Dance Operations,,Davis,V,,"Davis, V."
Chemistry,,Norris,M,,"Norris, M."
Jepson School - Instruction,,Harwell,H,,"Harwell, H."
Continuing Studies Credit,,Williams-Wilson,O,,"Williams-Wilson, O."
Continuing Studies Credit,,Meeks,W,,"Meeks, W."
Law School - Instruction,,Collins,E,,"Collins, E."
Marketing,,Mier,J,,"Mier, J."
Law School - Instruction,,Campbell,W,,"Campbell, W."
Law School - Instruction,,Crane,P,,"Crane, P."
Law School - Instruction,,Harbach,D,,"Harbach, D."
Management,,Daphalapurkar,S,,"Daphalapurkar, S."
Law School - Instruction,,Randall,T,,"Randall, T."
Law School - Instruction,,Vidal,N,,"Vidal, N."
Law School - Instruction,,Cook,J,,"Cook, J."
Law School - Instruction,,Macturk,C,,"Macturk, C."
Finance,,Busser,K,,"Busser, K."
"Latin Am, Latino, & Iberian Studies",,Vazquez,K,,"Vazquez, K."
Jepson School - Instruction,,Alexander-Davey,E,,"Alexander-Davey, E."
Management,,Talbott,F,,"Talbott, F."
Math & Computer Sciences,,Denny,J,,"Denny, J."
MBA Programs,,Purnell,L,,"Purnell, L."
Management,,Cook,E,,"Cook, E."
MBA Programs,,Youngblood,A,,"Youngblood, A."
Rhetoric & Communication Studies,,Tilton,L,,"Tilton, L."
Rhetoric & Communication Studies,,Tilton,L,,"Tilton, L."
Math & Computer Sciences,,Arnold,T,,"Arnold, T."
Math & Computer Sciences,,Bhakta,P,,"Bhakta, P."
Sociology & Anthropology,,Borlu,Y,,"Borlu, Y."
MBA Programs,,Aboud,M,,"Aboud, M."
MBA Programs,,Grossman,M,,"Grossman, M."
Management,,Rosenberger,R,,"Rosenberger, R."
Philosophy,,Boxer,K,,"Boxer, K."
MBA Programs,,Badillo,F,,"Badillo, F."
Economics,,Duncan,F,,"Duncan, F."
Political Science,,Lovett,J,,"Lovett, J."
MBA Programs,,Maahs,M,,"Maahs, M."
Finance,,Brady,J,,"Brady, J."
Political Science,,Jones,K,,"Jones, K."
Theatre & Dance Operations,,Reynoso Calvillo,J,,"Reynoso Calvillo, J."
Political Science,,Keena,J,,"Keena, J."
"Latin Am, Latino, & Iberian Studies",,Woolfolk,B,,"Woolfolk, B."
Psychology,,Lambert,K,,"Lambert, K."
"Dean, Jepson School",,Casullo,M,,"Casullo, M."
Rhetoric & Communication Studies,,Hageman,E,,"Hageman, E."
Rhetoric & Communication Studies,,Cox,J,,"Cox, J."
Credit Admin,,Rose,C,,"Rose, C."
Chemistry,,Emahi,I,,"Emahi, I."
Psychology,,Lazenka,M,,"Lazenka, M."
Political Science,,Leu,G,,"Leu, G."
Rhetoric & Communication Studies,,Vickery,A,,"Vickery, A."
Continuing Studies Credit,,Bryant,N,,"Bryant, N."
Continuing Studies Credit,,Lynch,K,,"Lynch, K."
Psychology,,Hayes,R,,"Hayes, R."
Education,,Napoli,D,,"Napoli, D."
Education,,Brenning,A,,"Brenning, A."
MBA Programs,,Hartmann,E,,"Hartmann, E."
Music,,Piazza-Pick,J,,"Piazza-Pick, J."
Political Science,,Reda,M,,"Reda, M."
"Languages, Literatures,and Cultures",,Yang,J,,"Yang, J."
SPCS Administration,,Freeman,H,,"Freeman, H."
Political Science,,Henderson,L,,"Henderson, L."
Rhetoric & Communication Studies,,Maricle,J,,"Maricle, J."
Political Science,,Nixon,M,,"Nixon, M."
Political Science,,Whyte,C,,"Whyte, C."
Law School - Instruction,,Laughter,J,,"Laughter, J."
"Languages, Literatures,and Cultures",,Asato,M,,"Asato, M."
Theatre & Dance Operations,,Rivera,E,,"Rivera, E."
Geography Department,,Lee,H,,"Lee, H."
Continuing Studies Credit,,Micou,L,,"Micou, L."
Music,,Garcia,D,,"Garcia, D."
Continuing Studies Credit,,Lee,T,,"Lee, T."
Accounting,,Scott,M,,"Scott, M."
Continuing Studies Credit,,Douglas,J,,"Douglas, J."
Jepson School - Instruction,,Lomax,T,,"Lomax, T."
Continuing Studies Non-Credit,,Murdock,S,,"Murdock, S."
Jepson School - Instruction,,Leffers,R,,"Leffers, R."
Continuing Studies Credit,,Glass,J,,"Glass, J."
"Languages, Literatures,and Cultures",,Bohon-Atkinson,L,,"Bohon-Atkinson, L."
Art and Art History,,Ollestad,D,,"Ollestad, D."
Continuing Studies Credit,,Khan,S,,"Khan, S."
Psychology,,Lowder,M,,"Lowder, M."
Jepson School - Instruction,,Archer,A,,"Archer, A."
Law School - Instruction,,Holderness,H,,"Holderness, H."
Law School - Instruction,,Lash,K,,"Lash, K."
Law School - Instruction,,Schaffa,D,,"Schaffa, D."
MBA Programs,,Mobasheri,A,,"Mobasheri, A."
Theatre & Dance Operations,,Doran,M,,"Doran, M."
Economics,,Zylkin,T,,"Zylkin, T."
MBA Programs,,LeVasseur,A,,"LeVasseur, A."
Biology,,Skromne,I,,"Skromne, I."
Philosophy,,Platz,J,,"Platz, J."
Classical Studies,,Gunkel,D,,"Gunkel, D."
Physics,,Rebello de Sousa Dias,M,,"Rebello de Sousa Dias, M."
Sociology & Anthropology,,Husain,A,,"Husain, A."
English,,Manganaro,T,,"Manganaro, T."
"Latin Am, Latino, & Iberian Studies",,Giancaspro,D,,"Giancaspro, D."
Chemistry,,Simpson,J,,"Simpson, J."
Psychology,,Kent,M,,"Kent, M."
Psychology,,Nonterah,C,,"Nonterah, C."
"Languages, Literatures,and Cultures",,Marsh-Soloway,M,,"Marsh-Soloway, M."
Music,,Alcalde,B,,"Alcalde, B."
Art and Art History,,Szymanska,A,,"Szymanska, A."
Philosophy,,Reckner,W,,"Reckner, W."
"Dean, Jepson School",,Bhandari,R,,"Bhandari, R."
"Dean, Jepson School",,Bhandari,R,,"Bhandari, R."
Continuing Studies Credit,,Merrill,K,,"Merrill, K."
Art and Art History,,Nelson,B,,"Nelson, B."
Theatre & Dance Operations,,Mudd,T,,"Mudd, T."
Sociology & Anthropology,,Chapman,K,,"Chapman, K."
Math & Computer Sciences,,Kamat,V,,"Kamat, V."
Journalism,,Bertucci,S,,"Bertucci, S."
Jepson School - Instruction,,Caden,M,,"Caden, M."
Law School - Instruction,,Rollins,G,,"Rollins, G."
Law School - Instruction,,Allauddin,H,,"Allauddin, H."
Law School - Instruction,,Cillo,J,,"Cillo, J."
Continuing Studies Credit,,Carpenter,K,,"Carpenter, K."
Physics,,Behera,S,,"Behera, S."
Continuing Studies Credit,,Nelson,J,,"Nelson, J."
Psychology,,Richard,D,,"Richard, D."
Art and Art History,,Spahr,M,,"Spahr, M."
Theatre & Dance Operations,,Burgos,A,,"Burgos, A."
Biology,,Harwich,M,,"Harwich, M."
Physics,,Woodworth,P,,"Woodworth, P."
Continuing Studies Credit,,Meeks,D,,"Meeks, D."
Continuing Studies Credit,,Chiodo,K,,"Chiodo, K."
Management,,Crump,G,,"Crump, G."
Law School - Instruction,,Skipper,S,,"Skipper, S."
Management,,Page,M,,"Page, M."
Biology,,Sevin,J,,"Sevin, J."
Chemistry,,Ahmed,M,,"Ahmed, M."
Chemistry,,Afosah,D,,"Afosah, D."
Math & Computer Sciences,,Gao,S,,"Gao, S."
English,,Sisson,A,,"Sisson, A."
Music,,Landrum,K,,"Landrum, K."
"Latin Am, Latino, & Iberian Studies",,Maanaki,B,,"Maanaki, B."
Law School - Instruction,,Herthel,T,,"Herthel, T."
